text,label,source
"That when railroads, in a crisis, are unable to meet their interest charges, it becomes a function of government to save them with loans of public credit, as through the Reconstruction Finance Corporation, not for the sake of any railroad as such, but because if the railroads go bankrupt the savings banks, the insurance companies and many thousands of investors who hold railroad bonds will be hurt.",0,checkthat-2025-task1-train
"Their posh communities don’t have to deal with the drug and sex trafficking, overdoses, crime, and daily disorder.",1,checkthat-2025-task1-dev
Everest[^3^].,1,claimify
"A shameless plug there, Mr. President.",0,verita-composite-ours-train
Democratic Arizona Superintendent of Public Instruction Kathy Hoffman is “pushing” for sex education that would teach kindergartners about masturbation and sexual positions.,1,verita-composite-ours-train
"This suggests that workers who have strong digital skills may have a greater ability to adapt to and use AI at work and, hence, to reap the benefits that these technologies bring[^2^].",0,claimify
But let's not go back and keep assailing a farm bill that passed with overwhelming Democrat and Republican support.,1,verita-composite-ours-train
It was killed in the Rules Committee.,1,verita-composite-ours-train
The Port of Wilmington is one of a handful of ports in the country with a predominantly African American workforce.,1,verita-composite-ours-train
"But education in the classroom, education with workforce development, these areas are going to continue to be a priority as we move forward.",0,verita-composite-ours-train
"Today it is up to about $38,000 of earnings that is subject to the payroll tax for Social Security.",1,verita-composite-ours-train
"Thousands of our citizens will lose their eligibility for nursing home care, and 60 Senior Service Centers will be closed.",1,verita-composite-ours-train
"All these methods have their advantages and limitations, and none has yet provided conclusive proof of life beyond Earth[^1^] [^3^] [^4^] [^5^] [^6^].",1,claimify
And he'll do very well when we get into the debates.,0,verita-composite-ours-train
"He used blue and yellow as complementary colors to create a vibrant contrast between the sky and the stars, the moon, and the village lights.",1,claimify
"Winston Churchill said  “You have enemies? Good. That means you’ve stood up for something, sometime in your life.”",1,verita-composite-ours-train
They will not let them see the written instructions given to Ambassador Glaspie.,0,verita-composite-ours-train
Leadership is a complex and multifaceted phenomenon that can be approached from different perspectives and frameworks.,0,claimify
"A first day of scheduled events went ahead without incident on Monday, but on Tuesday police issued a ban on Saturday’s parade, as well as any counter-protests.",0,checkthat-2025-task1-train
- **Mathematical modeling**: This involves using mathematical equations and data to simulate how diseases spread and how interventions can affect them.,1,claimify
"And number three, I will not under any circumstances raise taxes on middle-income families.",0,verita-composite-ours-test
(Laughter) But I also think it's important to be somebody who is willing to make those tough choices.,0,verita-composite-ours-train
And I want to spread those best practices across America.,0,verita-composite-ours-train
"More Americans at work today than any time in history, a greater percentage of the work force.",1,verita-composite-ours-train
I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war.,0,verita-composite-ours-train
China halted exports of face masks to US during the coronavirus pandemic,1,verita-composite-ours-train
Avoid eating endangered or overexploited species of animals or plants that threaten biodiversity.,0,claimify
"The good news is, and I think it's true in Richmond, teenage use is down of cocaine, substantially, 60% in the last couple of years.",1,verita-composite-ours-train
"Research published in 2018 found that Cuba had the second-largest net rate of forest regrowth over the previous 20 years, making it the only country in the Caribbean and Central America to have increased its forest coverage.",0,checkthat-2025-task1-test
"As recent events revealed, a strike of even just some of a relatively small number (115,000) of rail workers could completely upend the economy and provoke a political crisis.",0,checkthat-2025-task1-train
"I think, unfortunately, too many of us in our great country jump to conclusions about each other.",0,verita-composite-ours-train
Masks violate the US Department of Labor Occupational Safety and Health Administration’s 19.5% minimum oxygen level respiratory protection standard.,1,verita-composite-ours-train
The festival is also known as **Duanwu Festival** or **Double Fifth Festival** because it falls on the fifth day of the fifth month of the Chinese lunar calendar[^2^].,1,claimify
"So let's talk about the future and four big questions that I believe we as a country have to answer, regardless of who the next President is or who controls the next Congress.",1,verita-composite-ours-train
"Let me simply say that I think it has to be the woman in the exercise of her own conscience and religious beliefs that makes that decision, and I think that's the right approach, the right decision, and I would hope by this time that Mr. Bush had sorted out this issue and come to terms with it as I have.",0,verita-composite-ours-test
"And doesn't that prove the point, George, which is that values like family and education and community, decent homes for young people that family on Long Island I visited on Monday where Lou and Betty Tolamo (phonetic) bought a house for some $19,000 back in 1962, have had seven children, they're all making good livings.",0,verita-composite-ours-test
And I know that they know that I'll take care of them.,0,verita-composite-ours-train
"- **The Disappearance of MH370**: In 2014, a Malaysia Airlines flight with 239 people on board vanished from radar screens while flying from Kuala Lumpur to Beijing.",1,claimify
I mention the last debate --,0,verita-composite-ours-train
"If you're too dangerous to fly, you are too dangerous to buy a gun.",0,verita-composite-ours-train
- Developing gene drives or gene silencing systems to spread resistance genes or suppress susceptibility genes in populations[^2^].,1,claimify
"According to the search results, the most expensive artwork ever sold at an auction is **Leonardo da Vinci’s Salvator Mundi**, which sold for **$450.3 million** on November 15, 2017 at Christie’s[^1^] [^2^].",1,claimify
"And that's what you're faced with, the parents are faced with, and the grand parents are faced with.",0,verita-composite-ours-train
We’ll also increase funding for what we call Graduation Lab Space.,1,verita-composite-ours-train
I want people in my administration and will have people in my administration who understand America.,0,verita-composite-ours-train
Not everybody who works in the state government are the kind of people we need for the long term. That's a fact sadly. Most are. The vast majority are.,0,verita-composite-ours-train
The building also has a hovering cantilever that holds solar panels and a heliostat system that reflects sunlight into the building and surrounding areas.,1,claimify
There are many practical steps that you can take in your daily life to reduce your carbon footprint.,0,claimify
- **Siting and transmission**: Renewable energy sources are often located far from the demand centers or in remote areas where the grid infrastructure is inadequate or nonexistent.,1,claimify
"He designed 18 towers that represent Jesus, Mary, the apostles, and the evangelists, as well as three facades that depict the Nativity, the Passion, and the Glory of Christ[^4^].",1,claimify
And talk to any head of any of those key committees in the Senate.,0,verita-composite-ours-train
"- Traditional African drums are usually made of wood and animal skins, and they are played with bare hands or sticks.",1,claimify
But I finally did it.,0,verita-composite-ours-test
"I propose a real prescription drug benefit under Medicare for all seniors, all seniors, and here's how it works.",0,verita-composite-ours-train
But it needs to go much further.,1,checkthat-2025-task1-dev
"It was clear-cut votes that Senator Obama voted, I think, in direct contradiction to the feelings and views of mainstream America.",0,verita-composite-ours-train
"In the Indian marketplace, Livfavir, manufactured by Livealth Biopharma, is cheaper than Glenmark's Fabiflu.",1,verita-composite-ours-train
British Prime Minister Boris Johnson is down with Covid-19 and admitted to hospital and has subsequently died.,1,verita-composite-ours-train
"This is partly because the remit of the Scottish Parliament is constrained, but mainly because middle Scotland likes things the way they are.",1,checkthat-2025-task1-dev
I notice that his task force that is working for his future plans had some of their ideas revealed in The Wall Street Journal this week.,1,verita-composite-ours-train
That's not where we are today.,0,verita-composite-ours-train
"The Olympics are also a platform for promoting cultural diversity, artistic expression, environmental sustainability, and educational values[^1^].",0,claimify
We should have never let ISIS happen in the first place.,0,verita-composite-ours-train
"I would have someone ride herd on those regulations, and we would start eliminating those discriminations in the Federal Government against women.",0,verita-composite-ours-train
"However, renewable energy sources also face some challenges and barriers.",0,claimify
We've got to begin to get back to the business of building and rehabilitating housing for families of low and moderate income in this country; housing for young families that they can look forward some day to buy.,0,verita-composite-ours-test
We've got five-hundred thousand more Americans unemployed today than we had three months ago.,1,verita-composite-ours-train
"Each one was a precious life, with family and friends.",0,verita-composite-ours-train
We all know the possibility of terrorism.,0,verita-composite-ours-test
It’s going to be a session to remember.,0,verita-composite-ours-train
"You can do this by using icebreakers, polls, surveys, games, or other activities that help students get to know each other and you.",0,claimify
"In Kenya, County Governments have allocated on average 6.7% of their total budgets to the agriculture sector.",1,verita-composite-ours-train
"However, there is still much more to learn and discover about the past.",0,claimify
And this means more than what we've been doing.,0,verita-composite-ours-test
Skabeyeva replied saying that a nuclear strike should have been launched on Monday because so many VIPs were present for the funeral.,0,checkthat-2025-task1-train
This is a mischaracterization of my position.,0,verita-composite-ours-train
And I want to take all that experience to the White House and do that every single day.,0,verita-composite-ours-train
These are just some examples of the many possible ways to address the global food waste challenge.,0,claimify
I'm absolutely opposed to a national health care plan.,0,verita-composite-ours-train
Vaccines are one of the most effective and cost-effective medical interventions in history.,0,claimify
"I believe we need to be strong, and I will keep us strong.",0,verita-composite-ours-train
- The application of artificial intelligence and machine learning by experts at Cornell University to better forecast slow-slip earthquakes[^1^].,1,claimify
I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980.,0,verita-composite-ours-test
Reports as recent as 2017 reported 92% prevalence of blood lead poisoning in children from some villages in the Nigerian state of Zamfara.,1,verita-composite-ours-train
"Sen. Rand Paul ""voted no."" to provide further funding for the 9/11 first responders Victims Fund.",1,verita-composite-ours-train
Putin publicly approved Wagner’s activities numerous times.,1,verita-composite-ours-train
And I would make sure that the uh - Saudis understood this ahead of time so there would be no doubt in their mind.,0,verita-composite-ours-train
"We not only fixed Medicare and took it way out into the future, we did something that you don't know how to do: We balanced the budget.",1,verita-composite-ours-test
I think the essential strategy of the United States ought not accept any Soviet control over Eastern Europe.,0,verita-composite-ours-train
"The phrase ""high crimes and misdemeanors"" is not defined in the American Constitution.",1,verita-composite-ours-train
- **Nuclear fusion**: Scientists at the Lawrence Livermore National Laboratory in California announced in December 2022 that they had produced the first fusion reaction that created more energy than was used to start it[^4^].,1,claimify
"The movie is the fourth installment in the Pirates of the Caribbean franchise and stars Johnny Depp, Penélope Cruz, Ian McShane, and Geoffrey Rush.",1,claimify
Every action counts and adds up to a collective impact.,0,claimify
"They'll respect the Second Amendment and what it stands for, what it represents.",0,verita-composite-ours-train
"In return for this extraordinary gift, corporate shareholders owed an implicit obligation back to society: namely, that corporations ought to consider not only shareholder interests but broader societal interests when making decisions.",1,checkthat-2025-task1-train
Now last week I guess it was Donna Shalala said well we'll cut Medicare a hundred billion and appoint a commission.,1,verita-composite-ours-test
"It will be determined to the extent that we represent the deepest ideals, the highest feelings and faith of the American people.",0,verita-composite-ours-train
"Evangelicals still prefer Bolsonaro, with 48% of them supporting his presidential bid.",0,checkthat-2025-task1-dev
"And when the President was asked the other day, ""What do you want to cut in the budget?",0,verita-composite-ours-train
"Of course, this is a simplified version of a very complex process that took billions of years.",1,claimify
These are people that give of themselves everyday and every week and every month.,0,verita-composite-ours-train
To the Department of Elections.,0,verita-composite-ours-train
"Third, I believe we should step up the use of our surplus foods in these areas until we're able to get the people back to work.",0,verita-composite-ours-test
My wife is the daughter of a Presbyterian minister.,0,verita-composite-ours-train
I want to be judicious in its use.,0,verita-composite-ours-train
A ‘HUGE PERCENTAGE’ OF DEPORTED SALVADORANS KILLED OR HARMED UPON RETURN TO EL SALVADOR,1,verita-composite-ours-test
"When the wind stops blowing, that’s the end of your electric (power).",1,verita-composite-ours-train
"Boko Haram leader, Shekau says he’s ready to surrender",1,verita-composite-ours-train
"But in doing this, we have made sure that we address this question peacefully, not injecting American military forces into combat, but letting the strength of our nation be felt in a beneficial way.",0,verita-composite-ours-train
Peace in the Middle East is in our nation's interests.,0,verita-composite-ours-train
"They are in school, not 180 days a year like here, but 210, 220, 230 days a year.",1,verita-composite-ours-train
I did to because I too hope that we'll discover cures from the stem cells and from the research derived.,0,verita-composite-ours-train
This country doesn't have to be in the shape that it is in.,0,verita-composite-ours-test
Give me a chance to create these kind of jobs in America.,0,verita-composite-ours-train
"I'm a Catholic, raised a Catholic.",0,verita-composite-ours-train
This seems to me is criticism that again is wrong on his part.,0,verita-composite-ours-train
Uh - We're using about fifty percent of our steel capacity today.,1,verita-composite-ours-train
"At a rally in January, Trump said that whites face discrimination that puts them in the back of the line.",0,checkthat-2025-task1-dev
"Creating an effective and engaging online learning experience can be challenging, but there are some key principles and best practices that can help educators adapt their teaching strategies to optimize this medium for student success.",0,claimify
"This could cause more companies to ship goods by truck, which in turn could lead to a downward spiral in the rail industry with further cuts to an already beleaguered workforce.",0,checkthat-2025-task1-train
Previous claims that one or two drinks a day might protect against stroke are not true.,1,verita-composite-ours-train
Therein lies a great irony: a movement whose core justification was the need for capitalists to internalise the negative externalities of their actions has now created a new negative externality.,1,checkthat-2025-task1-train
"And to suggest -- am I incorrect in that regard, on Sunday, the -- your secretary --",0,verita-composite-ours-train
"South Africa have launched the Youth Employment Service, which is placing unemployed youth in paid internships in companies across the country.",1,verita-composite-ours-test
"The need for major improvement, and the chance for achieving it, is so enormous tonight that opportunity rises to the level of duty.",0,verita-composite-ours-train
"It depicts the view from his window at the **Saint-Paul-de-Mausole asylum** in Saint-Rémy, in southern France, where he spent twelve months in 1889–90 seeking reprieve from his mental illnesses[^5^] [^4^].",1,claimify
"NASA spent more than $165 million over 10 years to develop a pen that writes in zero gravity, upside down and in extreme temperatures while the Russians used a pencil instead.",1,verita-composite-ours-train
"They haven't formed a unity group, a council of some kind.",0,verita-composite-ours-test
"If your heart breaks at the parade of young lives permanently handicapped by a school experience that leaves them unprepared for the world of work, you must be “anti-public schools.",0,verita-composite-ours-train
"And so I believe that we've got to get the power in the hands of the teachers, not the teachers' union.",0,verita-composite-ours-train
A satire website posted a story that AOC Proposed Ending Social Security Benefits After Age 75,1,verita-composite-ours-train
Musician Prince invested in Nike in 1971.,1,verita-composite-ours-test
The cladding used on Grenfell Tower was chosen by Ed Miliband to meet EU climate change legislation.,1,verita-composite-ours-train
"The first high-level programming language was **Short Code**, which was proposed by **John Mauchly** in 1949[^1^].",1,claimify
"I can tell you, it's rife.",0,verita-composite-ours-test
"And I was glad to hear him say that, because that's what we've been doing ever since I announced to the British Parliament that I thought we should do this.",0,verita-composite-ours-test
We have to be able to sell abroad more than we consume uh - from abroad if we're going to be able to meet our obligations.,0,verita-composite-ours-train
"The enumeration clause of the US Constitution speaks to the count of every individual and not just Americans, not just citizens. It’s everyone.""",1,verita-composite-ours-train
"Everyone including essential workers will be compensated $1,000 by FEMA.",1,verita-composite-ours-train
We are exporting more coal this year than any year in history.,1,verita-composite-ours-train
"- Trying renting: This means accessing a variety of styles and trends without owning them, saving money and space, and reducing the demand for new clothing production[^1^].",1,claimify
Some of the developments in this era include:,0,claimify
Some potential applications of quantum computing include:,0,claimify
The US Centers for Disease Control and Prevention has said that bubonic plague can be spread through cough droplets.,1,verita-composite-ours-train
I happen to believe it is.,0,verita-composite-ours-test
"As for the current research on time travel, most of it is theoretical and mathematical, as there is no experimental evidence or technology that can test or enable time travel.",1,claimify
"The loss of public credit, the complete ruin of it, would be the least of the consequences.",1,checkthat-2025-task1-train
I'll come back to that in a moment.,1,verita-composite-ours-train
"The Korean War (1950-1953) broke out between the two sides, with China supporting the North and the United Nations (mainly the US) supporting the South.",1,claimify
It exposes learners to authentic input and output and stimulates natural acquisition.,1,claimify
I think we're going to have to do a better job if we are going to meet the responsibilities which time and events have placed upon us.,0,verita-composite-ours-train
"- She founded the **Curie Institutes** in Paris and Warsaw, which are still major centers of medical research today[^2^] [^4^].",1,claimify
- Land reform,1,claimify
"It changed a few things, like the seating arrangement in this chamber.",1,verita-composite-ours-train
"Kenyan Parliament is getting KSh38 billion, the judiciary is getting KSh18 billion, basically 50% [of parliament’s allocation] in 2020",1,verita-composite-ours-train
"However, some challenges remain, such as balancing the heritage value of the building with the modern expectations of performance[^8^].",0,claimify
- Making the tax code more progressive and closing loopholes,0,claimify
"perhaps, some special interest groups who are tied closely to government.",0,verita-composite-ours-train
"Over the past five years, we’ve made significant progress with the provision of infrastructure. More than R1.3 trillion has been invested",1,verita-composite-ours-train
"Chris Reeve exercises every single day to keep those muscles alive for the day when he believes he can walk again, and I want him to walk again.",0,verita-composite-ours-train
"- Choosing brands that have clear sustainability and ethical policies and practices, and avoiding those that greenwash or exploit workers[^2^] [^8^].",0,claimify
"- Curitiba: The Brazilian city is widely regarded as a model of sustainable urban planning, especially for developing countries.",1,claimify
"It was a big, big mistake.",0,verita-composite-ours-train
Kathakali is a highly stylized and sophisticated art form that requires years of training and dedication[^3^].,0,claimify
"Secretary of State Mike Pompeo refused to meet with Atiku Abubakar, the presidential candidate for the People's Democratic Party, when the Nigerian politician visited the US.",1,verita-composite-ours-train
Let me tell you who I associate with.,0,verita-composite-ours-train
"- The modernization and globalization of the world, which increased the popularity and accessibility of martial arts through media, sports, education, and tourism[^3^].",1,claimify
"This produced the first permanent photograph ever, which captured the view out of his window at his home in France[^1^] [^5^].",1,claimify
"We need a strong economic package; we need a tax cut; we need the $500 child credit, and we'll have that soon.",0,verita-composite-ours-train
The ones in orange in the top 100.,1,verita-composite-ours-train
We have spent $4 trillion worth.,1,verita-composite-ours-train
And now they're campaigning on getting prescription drugs for seniors.,1,verita-composite-ours-train
Mine has been in the executive branch.,0,verita-composite-ours-train
"I think that once the nuclear alternative happens, it's over.",0,verita-composite-ours-train
"Financial literacy can help them develop critical thinking, decision-making, and problem-solving skills, as well as prepare them for emergencies and challenges[^1^] [^2^].",0,claimify
And have no doubt about the magnitude of this crisis.,0,verita-composite-ours-train
"There are many potential breakthroughs in medicine or medical technology that could have a huge impact on healthcare in the next decade, but here are some of the most promising ones according to various sources[^1^] [^2^] [^3^] [^4^]:",0,claimify
"Zero was not widely accepted in Europe until the 12th century, when it was introduced by Italian mathematician Fibonacci.",1,claimify
"- In 2020, the **Nobel Prize in Physics** was awarded to three scientists for their contributions to black hole research: Roger Penrose for proving that black holes are a consequence of general relativity, and Reinhard Genzel and Andrea Ghez for discovering a supermassive black hole at the center of our galaxy[^2^].",1,claimify
And it's hard to build a consensus.,0,verita-composite-ours-train
Mixing one tablespoon of 2% iodine and one cup of baby oil will create a substance that removes body hair.,1,verita-composite-ours-train
"One is it designates a number of banks as too big to fail, and they're effectively guaranteed by the federal government.",1,verita-composite-ours-train
"- Reducing our plastic dependency and consumption, especially of single-use plastics such as bags, bottles, straws, cups, and utensils[^1^] [^2^].",1,claimify
"This year, we will support a plan to get body cameras for every police officer in the state.",1,verita-composite-ours-train
"Well, let me just follow up, my friends.",0,verita-composite-ours-train
This unique set of circumstances has brought PCL back into focus as the safe haven of choice for global players seeking somewhere to stash their cash.,0,checkthat-2025-task1-train
We've funded over 30 projects for private companies in partnership with our outstanding universities.,1,verita-composite-ours-train
"They have done a brilliant job, and General Petraeus has done a brilliant job.",0,verita-composite-ours-train
President Bush has taken -- he's the only president in history to do this.,1,verita-composite-ours-train
"Mike Leigh has denied that Hard Truths is about mental health, or COVID, or anything else particular to the present day.",0,checkthat-2025-task1-test
It's completely out of control.,0,verita-composite-ours-train
"We need to get serious about immigration, which means specific reforms and ending blue-state nullification policies like sanctuary cities, as well as not letting corporate interests override national interests and security.",1,checkthat-2025-task1-dev
"- The **okapi** has a tongue that is strong and shaped like a tube, which allows it to clean its ears and eyes[^1^].",1,claimify
"And in the meantime, we have to be strong enough to make certain that the Soviet Union never tempts us.",0,verita-composite-ours-train
We'll come to specifically where there will be change as we move forward.,0,verita-composite-ours-test
He showed that each element has a unique number of protons in its nucleus and that this number determines its chemical properties.,1,claimify
There are many more industries and applications that are not covered here.,0,claimify
“It’s been 10 years since I last had contact with Nicaragua.,0,checkthat-2025-task1-dev
"Food waste accounts for about 8 percent of global greenhouse gas emissions, and when it ends up in landfills, it produces methane as it decomposes[^1^] [^2^].",1,claimify
Iain Duncan Smith gets free mobile phone calls as a financial benefit for being an MP in the UK House of Commons.,1,verita-composite-ours-test
"- Increasing the use of renewable fuels, such as biofuels and electricity, in place of fossil fuels[^1^] [^2^].",1,claimify
"There are also new technologies and advancements that have been made in recent years to improve the accuracy of these determinations, such as:",0,claimify
- Use strong passwords and multifactor authentication.,0,claimify
"Cryptography is the use of codes and ciphers to protect secrets, and it has a long and fascinating history.",1,claimify
We need to deny them the safe havens.,0,verita-composite-ours-train
There are less than 150 psychiatrists in Nigeria who has a population of 200 million.,1,verita-composite-ours-train
"That's because it comes at you, not from you.",0,verita-composite-ours-train
There will be no more debates.,0,verita-composite-ours-train
Let's get together on this instant check because that will really make a difference.,0,verita-composite-ours-test
- Outsourcing and automation,1,claimify
"As far as a summit conference is concerned, I want to make my position absolutely clear.",0,verita-composite-ours-train
"The Hahoe, Sandae and Talchum are all traditional Korean mask dramas of ritual and religious significance[^5^].",1,claimify
"Crowdfunding is a popular and effective way to raise funds for a creative project or a social cause, but it also requires careful planning and execution.",0,claimify
"The greatness of Kentucky and the greatness of the political process in America as a whole is if fact that men and women who understand how wealth is created, who have created payroll, who understand how to budget, who understand how to spend their own money easily and thoughtfully than they would want to spend others' money.",0,verita-composite-ours-test
"Digital agriculture can include applications such as precision farming, remote sensing, drones, blockchain, artificial intelligence, and big data.",1,claimify
You can't talk about it rationally.,0,verita-composite-ours-train
We could have gained if they did it by surprise.,0,verita-composite-ours-test
Some of the benefits of genetic editing technology include:,0,claimify
And now we're fighting them now.,1,verita-composite-ours-train
You've raised them by $1 trillion under Obamacare.,1,verita-composite-ours-train
That's to incinerate it and transform it into energy.,1,verita-composite-ours-test
"At the level of gender, at senior management level in South Africa, males remain dominant at 67.6% and females at 32.4%",1,verita-composite-ours-train
I've known him for 35 years.,0,verita-composite-ours-test
Former U.S. Ambassador to Ukraine Marie Yovanovitch’s net worth is as high as $23 million.,1,verita-composite-ours-train
"No, education is how to help the person who's lost a job.",0,verita-composite-ours-test
"It hasn't been easy today weather- wise for a number of you to make your way here, and yet you've done it, so thank you for doing that.",1,verita-composite-ours-test
He demonstrated the mouse for the first time in a public presentation in 1968[^2^].,1,claimify
"In the election of 1960, and with the world around us, the question is whether the world will exist half-slave or half-free, whether it will move in the direction of freedom, in the direction of the road that we are taking, or whether it will move in the direction of slavery.",0,verita-composite-ours-train
The MMR vaccination weakens children's brains ultimately leading to autism.,1,verita-composite-ours-train
England is easing the lockdown.,1,verita-composite-ours-train
"Franklin produced several high-quality images of DNA, including the famous Photo 51, which showed a clear X-shaped pattern indicating a helical structure[^2^] [^3^].",1,claimify
"“I personally dedicated my career to doing exactly what this type of policy change does: Removing barriers to economic mobility and stability for immigrant families across our state,” she said.",0,checkthat-2025-task1-train
"- Making clothes more sustainably with organic and recycled materials, such as **H&M Conscious, Adidas x Parley and Zara Join Life**[^1^].",1,claimify
"Those Sandinistas came in and betrayed the trust of the revolution; they said it was about democracy, and they have done nothing other than solidify their Marxist domination over that country.",0,verita-composite-ours-train
"They do all the spending, they appropriate every dime and tell us how to spend every dime.",0,verita-composite-ours-train
- Tax policies and regulations,1,claimify
"If we want to stop crime and teenage pregnancy, let's start with education.",0,verita-composite-ours-test
"And, as a matter of fact, the previous administration stood by and so did I -- not that I could have done anything in my position at that time -- but for this revolution to take place.",1,verita-composite-ours-test
They develop a positive or negative self- image.,0,verita-composite-ours-train
"Plenty of people are keen to diss the UK at the moment, but the factors that make Britain a safe place to live and work remain steady – we are on the Greenwich meridian so can trade east and west; we are politically stable; we are an island; and we have a strong rule of law.",1,checkthat-2025-task1-train
Some researchers suggest that human laughter may have evolved from the panting sounds of our primate ancestors who used them to signal friendly intentions during social play[^6^].,0,claimify
"Proponents of this view, including the American economist Milton Friedman, worried that a shift away from shareholder primacy would make companies both less efficient and less profitable, leaving society as a whole worse off.",0,checkthat-2025-task1-train
"You know, I think his liberal vision is a thing of the past.",0,verita-composite-ours-test
"Therefore, desalination technology needs to be carefully evaluated and implemented in a sustainable and integrated manner that considers the local context and the alternative options available.",0,claimify
"In other states, we've done it.",1,verita-composite-ours-train
- Working with trusted messengers to share health information.,0,claimify
But are the American people?,0,verita-composite-ours-test
A prescription written by Dr Raj Kamal Agarwal prescribes medicine to prevent or cure COVID-19.,1,verita-composite-ours-train
My opponent voted against the ban.,1,verita-composite-ours-train
There are many more examples and details that can be found in scientific literature and online resources.,0,claimify
"The phoenix was also adopted by Greek mythology, where it was sometimes identified with a son of Amyntor, king of Thessaly[^1^].",1,claimify
I think it's interesting to point out that uh - in the uh - two years that I've been president I've vetoed fifty-six bills.,1,verita-composite-ours-test
"Actually, in constant dollars, in the domestic side of the budget, there has been no spending increase in the 4 years that we have been here.",1,verita-composite-ours-test
It is a way to celebrate life and bring good luck to people.,0,claimify
So I'll get rid of that.,0,verita-composite-ours-train
I wish you would have done this.,0,verita-composite-ours-train
We have the highest foreign debt in history.,1,verita-composite-ours-train
"Net migration to the UK could be 100,000 higher after Brexit under the government’s plans.",1,verita-composite-ours-train
"However, this potential is not fully realized due to various barriers and gaps in implementation[^4^].",0,claimify
"This is a perfect example of the kind of leadership that the United States, under this administration, has taken.",0,verita-composite-ours-train
"So many are already here and so many will be back, and I'm Grateful for that fact.",0,verita-composite-ours-train
I also need -- the next leader needs to be patient.,0,verita-composite-ours-train
- EV platforms: These are the chassis and body structures that support the electric drivetrain and other components of the vehicle.,1,claimify
"Using a global network of radio telescopes called the Event Horizon Telescope (EHT), they captured the image of the supermassive black hole at the center of Messier 87 (M87), an elliptical galaxy about 55 million light-years from Earth.",1,claimify
She's telling us how to fight ISIS.,0,verita-composite-ours-train
I want to look back for a moment on where we started before addressing where we need to go.,0,verita-composite-ours-train
"We have to get rid of the lines around the state, artificial lines, where we stop insurance companies from coming in and competing, because they want -- and President Obama and whoever was working on it -- they want to leave those lines, because that gives the insurance companies essentially monopolies.",1,verita-composite-ours-test
"None of my proposals would have any effect on hunters, or sportsmen, or people who use rifles.",0,verita-composite-ours-train
"According to [^2^], the earliest known use of cryptography was over 5600 years ago in Sumeria and Egypt, where cuneiform and hieroglyphs were used to record transactions.",1,claimify
"I'd like to create more millionaires than were created under Mr. Bush and Mr. Reagan, but I don't want to have 4 years where we have no growth in the private sector, and that's what's happened in the last 4 years.",1,verita-composite-ours-test
warm water is effective in curing epilepsy,1,verita-composite-ours-train
"So I am still focussed on gridlock, I guess.",0,verita-composite-ours-train
"- Demonstrating how energy storage, hydrogen generation, demand response, and controllable loads can help balance generation and load over different timescales[^1^].",1,claimify
I believe a significant portion of a teacher's evaluation should be based on how effective that teacher is in helping children to learn.,0,verita-composite-ours-train
A 24 year old Indian Hindu man Hitesh Mulchandani in the city of Pune was murdered by a Muslim gang for raising his voice against public urination.,1,verita-composite-ours-train
I think the President genuinely believes that they're better off.,0,verita-composite-ours-train
"It could lead to new treatments for neurological disorders such as autism, epilepsy, schizophrenia, Parkinson's and Alzheimer's.",1,claimify
I will work with Republicans and Democrats.,0,verita-composite-ours-train
"Like the old carpenter says measure twice, cut once.",0,verita-composite-ours-train
"So back in April, I warned the administration that you had Russian peacekeepers in Georgian territory.",0,verita-composite-ours-train
"The COVID-19 vaccine developed by Bharat Biotech will be available on the market on August 15, 2020.",1,verita-composite-ours-train
We have a lot of work left to do.,0,verita-composite-ours-train
"There are many interesting scientific discoveries and breakthroughs happening all the time, but here are some that I find particularly fascinating and impactful:",0,claimify
"But in the last uh - twenty-four months we've turned the economy around and we've brought inflation down to under 6 percent, and we have reduced the uh - well, we have added employment of about four million in the last seventeen months to the point where we have eighty-eight million people working in America today - the most in the history of the country.",1,verita-composite-ours-test
"OK, what -- what would I cut?",0,verita-composite-ours-train
"You know, some parents are worried about those filters, that you will have to ask your kids how to put them on there.",0,verita-composite-ours-train
"I think in education, when he lectured the country about the importance of discipline, I didn't like it at first, but I think it helped a little bit.",0,verita-composite-ours-train
This is not just wrong -- it is immoral.,0,verita-composite-ours-train
"Pretending to be someone else can help you empathize with different viewpoints, situations, and emotions, which can enhance your creative thinking[^1^].",0,claimify
"- In 1946, the first mobile telephone service was launched by Bell System, allowing users to make calls from their cars using a radio link[^2^].",1,claimify
"You can meditate at any time of the day, but some people find it easier to do it in the morning or before bed.",0,claimify
A video claiming to show “shocking secrets of the food industry” said You can check whether honey has been diluted with sugar syrup by washing it in water to reveal a honeycomb pattern and the honey’s genetic memory.,1,verita-composite-ours-train
It was not my administration that put the sanctions on Iran.,1,verita-composite-ours-train
"""I went out and campaigned for (raising the minimum wage) … $15 an hour in New York City. Go talk to the governor.""",1,verita-composite-ours-train
And now we are putting up a defense of our own.,1,verita-composite-ours-train
Having a low funding goal can also undermine the credibility or quality of the project.,0,claimify
"I don't have any experience in creating the worst public school system in the industrialized world, the most violent crime-ridden society in the industrialized world.",0,verita-composite-ours-train
"The tango is not only a dance, but also a musical genre that combines elements of European, African and criollo traditions.",1,claimify
"Sanitation coverage in Kenya is now at 25%, from 16%.",1,verita-composite-ours-test
I think that color television is not as important as rocket thrust.,0,verita-composite-ours-train
